# Wavelength, Scattered Moonlight, Scattered Starlight, Zodiacal Light, Lower Atmosphere, Upper Atmosphere, Airglow/Residual Continuum, Thermal Emission
3.000000000e+00	3.996121548e+00	0.000000000e+00	4.478027230e+00	8.907915106e+05	0.000000000e+00	0.000000000e+00	1.262493480e+06
3.001500375e+00	4.316662056e+00	0.000000000e+00	4.811395371e+00	4.105964603e+05	0.000000000e+00	0.000000000e+00	1.270728034e+06
3.003001501e+00	3.259072919e+00	0.000000000e+00	3.704656010e+00	2.177363190e+06	0.000000000e+00	0.000000000e+00	1.279010863e+06
3.004503377e+00	3.218586390e+00	0.000000000e+00	3.661933623e+00	2.246747457e+06	0.000000000e+00	0.000000000e+00	1.287342213e+06
3.006006004e+00	7.759586697e-01	0.000000000e+00	9.749847799e-01	6.946617342e+06	0.000000000e+00	0.000000000e+00	1.295722332e+06
3.007509383e+00	2.573355256e+00	0.000000000e+00	2.974080784e+00	3.425901036e+06	0.000000000e+00	0.000000000e+00	1.304151468e+06
3.009013514e+00	2.174533865e+00	0.000000000e+00	2.542980077e+00	4.065057018e+06	0.000000000e+00	0.000000000e+00	1.312629872e+06
3.010518396e+00	4.140582697e+00	0.000000000e+00	4.629341774e+00	6.092176520e+05	0.000000000e+00	0.000000000e+00	1.321157794e+06
3.012024032e+00	4.078269518e+00	0.000000000e+00	4.564637485e+00	7.180918371e+05	0.000000000e+00	0.000000000e+00	1.329735487e+06
3.013530421e+00	2.980753903e+00	0.000000000e+00	3.410135550e+00	2.503195370e+06	0.000000000e+00	0.000000000e+00	1.338363203e+06
3.015037563e+00	3.348406943e+00	0.000000000e+00	3.799924570e+00	2.070516496e+06	0.000000000e+00	0.000000000e+00	1.347041197e+06
3.016545458e+00	3.748862087e+00	0.000000000e+00	4.221040263e+00	1.179557570e+06	0.000000000e+00	0.000000000e+00	1.355769724e+06
3.018054108e+00	1.268279550e+00	0.000000000e+00	1.540276005e+00	6.250696068e+06	0.000000000e+00	0.000000000e+00	1.364549040e+06
3.019563513e+00	2.386425408e+00	0.000000000e+00	2.773238822e+00	3.772701239e+06	0.000000000e+00	0.000000000e+00	1.373379402e+06
3.021073672e+00	2.159749963e+00	0.000000000e+00	2.527451223e+00	4.296234882e+06	0.000000000e+00	0.000000000e+00	1.382261069e+06
3.022584586e+00	4.078826324e-01	0.000000000e+00	5.361464678e-01	8.681909902e+06	0.000000000e+00	0.000000000e+00	1.391194301e+06
3.024096257e+00	3.840419356e+00	0.000000000e+00	4.317435745e+00	1.050736285e+06	0.000000000e+00	0.000000000e+00	1.400179357e+06
3.025608683e+00	4.163435824e+00	0.000000000e+00	4.654375543e+00	5.222369162e+05	0.000000000e+00	0.000000000e+00	1.409216499e+06
